AddressInfo.Title,AddressInfo.Latitude,AddressInfo.Longitude,State,City,Max_Power_KW
Vel Saravana bhavan,10.386,77.96756,Tamil Nadu,Dindigul,60.0
"Kaveri Garage, Seelapadi",10.38031,77.99536,Tamil Nadu,Dindugal,60.0
Green Garden Family Restaurant,24.01218982574672,86.03378565807299,Jharkhand,Dumri,25.0
Daffodils EVCS - GO EC,10.032114506603731,76.32296046331254,Kerala,Edapally,30.0
Oberon Mall EVCS - GO EC,10.014373315870898,76.31253274186469,Kerala,Edapally,60.0
Lulu International Shopping Mall EVCS - GO EC,10.025852998355106,76.30847987689594,Kerala,Edapally,60.0
Unicorn Power EVCS - GO EC,10.8099466362483,76.00873437017219,Kerala,Edappal,30.0
Emirates Mall - Zeon,10.786020507719895,76.00816181964399,Kerala,Edappal,24.0
Grand Mall,10.024160422636712,76.30871193061643,Kerala,Edappalli,60.0
Gokul Oottupura Restaurant,10.011144817352246,76.31249740510384,Kerala,Edappalli,50.0
TML Sree Gokulam Motors - Tata Power,10.03915496555662,76.31555880759106,Kerala,Edappally,30.0
Flash Charge - ChargeMOD,10.02776086032486,76.31117443905742,Kerala,Edappally,30.0
Tata.ev Luxon Motors - Tata Power,10.011484735873452,76.31138749922593,Kerala,Edappally,60.0
Iongrid EV Spark - ChargeMOD,9.367525880261468,76.49951805750726,Kerala,Edathwa,30.0
One Stop Automotive Cahrging Station - Tata Power,11.204146203983242,76.13673353482534,Kerala,Edavanna,60.0
Bisluck Energy EVCS | Vattaparamba,11.16434134008496,75.96400736946612,Kerala,Edavannappara,60.0
Trends Edavannappara EVCS - ChargeMOD,11.24532314543434,75.97749174887804,Kerala,Edavannappara,30.0
Palakkad Ahalia Women and Childern Hospital EVCS - GO EC,10.797308592491405,76.82754081494369,Kerala,Elappully,7.4
Palakkad Ahalia Eye Hospital EVCS - GO EC,10.79348727039229,76.82652950538215,Kerala,Elappully,7.4
Palakkad Ahalia Food Point EVCS - GO EC,10.792032259171831,76.82834711933714,Kerala,Elappully,7.4
Hotel Bhavan EVCS (EVOK) - ChargeMOD,10.49768853180406,76.06464225925947,Kerala,Engandiyoor,30.0
IOCL Engapuzha Fuel - Tata Power,11.465050129739268,75.97017469880149,Kerala,Engapuzha,25.0
Palm Peats (EVOK) - ChargeMOD,9.69067896839472,76.77458973,Kerala,Erattupetta,30.0
EC City Centre EVCS - GO EC,9.965194492,76.29662321090922,Kerala,Ernakulam,25.0
ANERT EESL - Ernakulam,9.976988501,76.27781052,Kerala,Ernakulam,60.0
Le Meridien - ChargeZone,9.933863177376937,76.31687406,Kerala,Ernakulam,30.0
MB#Coastal Star - ChargeZone,9.922990219918262,76.31768924611822,Kerala,Ernakulam,90.0
"Milky Mist Cafe, Erode Sathy Highway",11.3998,77.62536,Tamil Nadu,Erode,50.0
Texvalley,11.37172,77.64731,Tamil Nadu,Erode,60.0
Victory Tata,11.31239,77.66505,Tamil Nadu,Erode,24.0
Qwik Volt EVCS | Kothanalloor,9.718846765722049,76.52517369004113,Kerala,Ettumanoor,90.0
Ettumanur Skylight EVCS - GO EC,9.668171829463477,76.57537881809179,Kerala,Ettumanoor,60.0
Alpha Hangout Play World,9.66116385221578,76.55132832762774,Kerala,Ettumanoor,60.0
Indus Motors - ChargeMOD,11.180743762022216,75.85119863600679,Kerala,Feroke,30.0
Mansavi SuperCharge Point,28.455186365944098,77.50358521,Uttar Pradesh,G B Nagar,30.0
KR RESORT,29.88678759214764,73.92823039326373,Rajasthan,Ganganagar,30.0
DME Garoth Rest Area RHS,24.345261626028037,75.67832329584303,Madhya Pradesh,Garoth,60.0
